"","Last Team","New Team","total_nil_valuation","avg_valuation","number_athletes","CurrentConference.x","address_last","lat_last","long_last","CurrentConference.y","address_new","lat_new","long_new"
"392","stanford cardinal","smu mustangs",0,0,1,"Pac-12[n 6]","Stanford[n 25], CA",37.427467,-122.1702445,"American","Dallas[n 23], TX",32.7762719,-96.7968559
"393","stanford cardinal","texas longhorns",0,0,1,"Pac-12[n 6]","Stanford[n 25], CA",37.427467,-122.1702445,"Big 12[n 17]","Austin, TX",30.2711286,-97.7436995
"394","stanford cardinal","utah utes",0,0,1,"Pac-12[n 6]","Stanford[n 25], CA",37.427467,-122.1702445,"Pac-12[n 3]","Salt Lake City, UT",40.7596198,-111.886797
"395","syracuse orange","south carolina gamecocks",0,0,1,"ACC","Syracuse, NY",43.0481221,-76.1474244,"SEC","Columbia, SC",34.0374165,-80.8224044537886
"396","syracuse orange","texas tech red raiders",0,0,1,"ACC","Syracuse, NY",43.0481221,-76.1474244,"Big 12","Lubbock, TX",33.5855677,-101.8470215
"397","tcu horned frogs","california golden bears",0,0,1,"Big 12","Fort Worth, TX",32.753177,-97.3327459,"Pac-12[n 6]","Berkeley, CA",37.8708393,-122.272863
"398","tcu horned frogs","marshall thundering herd",0,0,1,"Big 12","Fort Worth, TX",32.753177,-97.3327459,"Sun Belt","Huntington, WV",38.4192496,-82.445154
"399","tcu horned frogs","mississippi state bulldogs",0,0,1,"Big 12","Fort Worth, TX",32.753177,-97.3327459,"SEC","Mississippi State[n 14], MS",30.3818646,-89.0439248
"400","tcu horned frogs","smu mustangs",0,0,1,"Big 12","Fort Worth, TX",32.753177,-97.3327459,"American","Dallas[n 23], TX",32.7762719,-96.7968559
"401","temple owls","cincinnati bearcats",0,0,1,"American","Philadelphia[n 26], PA",39.9527237,-75.1635262,"Big 12","Cincinnati, OH",39.1014537,-84.5124602
"402","temple owls","wisconsin badgers",0,0,1,"American","Philadelphia[n 26], PA",39.9527237,-75.1635262,"Big Ten","Madison, WI",43.074761,-89.3837613
"403","tennessee state tigers","west virginia mountaineers",0,0,1,"Big South-OVC","Nashville, Tennessee",36.1622767,-86.7742984,"Big 12","Morgantown, WV",39.6296809,-79.9559437
"404","texas longhorns","houston cougars",0,0,1,"Big 12[n 17]","Austin, TX",30.2711286,-97.7436995,"Big 12","Houston, TX",29.7589382,-95.3676974
"405","texas longhorns","oregon ducks",0,0,1,"Big 12[n 17]","Austin, TX",30.2711286,-97.7436995,"Pac-12[n 19]","Eugene, OR",44.0505054,-123.0950506
"406","texas longhorns","san diego state aztecs",0,0,1,"Big 12[n 17]","Austin, TX",30.2711286,-97.7436995,"Mountain West","San Diego, CA",32.7174202,-117.1627728
"407","texas longhorns","smu mustangs",0,0,1,"Big 12[n 17]","Austin, TX",30.2711286,-97.7436995,"American","Dallas[n 23], TX",32.7762719,-96.7968559
"408","texas state bobcats","ball state cardinals",0,0,1,"Sun Belt","San Marcos, TX",29.8826436,-97.9405828,"MAC","Muncie, IN",40.1936892,-85.3865271
"409","texas state bobcats","kansas jayhawks",0,0,1,"Sun Belt","San Marcos, TX",29.8826436,-97.9405828,"Big 12","Lawrence, KS",38.9719384,-95.2359496
"410","texas state bobcats","oklahoma sooners",0,0,1,"Sun Belt","San Marcos, TX",29.8826436,-97.9405828,"Big 12[n 17]","Norman, OK",35.2225717,-97.4394816
"411","texas state bobcats","oklahoma state cowboys",0,0,1,"Sun Belt","San Marcos, TX",29.8826436,-97.9405828,"Big 12","Stillwater, OK",36.1156306,-97.0585717
"412","texas state bobcats","ucf knights",0,0,1,"Sun Belt","San Marcos, TX",29.8826436,-97.9405828,"Big 12","Orlando[n 27], FL",28.5421109,-81.3790304
"413","towson tigers","missouri tigers",0,0,1,"CAA","Towson, Maryland",39.39645905,-76.6148148179099,"SEC","Columbia, MO",38.951883,-92.3337366
"414","troy trojans","oregon ducks",0,0,1,"Sun Belt","Troy, AL",31.8087678,-85.969951,"Pac-12[n 19]","Eugene, OR",44.0505054,-123.0950506
"415","tulsa golden hurricane","oklahoma state cowboys",0,0,2,"American","Tulsa, OK",36.1563122,-95.9927516,"Big 12","Stillwater, OK",36.1156306,-97.0585717
"416","uab blazers","alabama crimson tide",0,0,1,"American","Birmingham, AL",33.5206824,-86.8024326,"SEC","Tuscaloosa, AL",33.2095614,-87.5675258
"417","uab blazers","south carolina gamecocks",0,0,1,"American","Birmingham, AL",33.5206824,-86.8024326,"SEC","Columbia, SC",34.0374165,-80.8224044537886
"418","ucla bruins","mississippi state bulldogs",0,0,1,"Pac-12[n 19]","Los Angeles, CA",34.0536909,-118.242766,"SEC","Mississippi State[n 14], MS",30.3818646,-89.0439248
"419","unlv rebels","arizona state sun devils",0,0,1,"Mountain West","Las Vegas[n 29], NV",36.1672559,-115.148516,"Pac-12[n 3]","Tempe, AZ",33.4255117,-111.9400164
"420","unlv rebels","byu cougars",0,0,1,"Mountain West","Las Vegas[n 29], NV",36.1672559,-115.148516,"Big 12","Provo, UT",40.2337289,-111.6587085
"421","unlv rebels","california golden bears",0,0,1,"Mountain West","Las Vegas[n 29], NV",36.1672559,-115.148516,"Pac-12[n 6]","Berkeley, CA",37.8708393,-122.272863
"422","usc trojans","arizona state sun devils",0,0,1,"Pac-12[n 19]","Los Angeles, CA",34.0536909,-118.242766,"Pac-12[n 3]","Tempe, AZ",33.4255117,-111.9400164
"423","usc trojans","pittsburgh panthers",0,0,1,"Pac-12[n 19]","Los Angeles, CA",34.0536909,-118.242766,"ACC","Pittsburgh[n 21], PA",40.4416941,-79.9900861
"424","usc trojans","tulsa golden hurricane",0,0,1,"Pac-12[n 19]","Los Angeles, CA",34.0536909,-118.242766,"American","Tulsa, OK",36.1563122,-95.9927516
"425","utah state aggies","baylor bears",0,0,1,"Mountain West","Logan, UT",41.7313063,-111.834914,"Big 12","Waco, TX",31.5491899,-97.1474628
"426","utah state aggies","byu cougars",0,0,1,"Mountain West","Logan, UT",41.7313063,-111.834914,"Big 12","Provo, UT",40.2337289,-111.6587085
"427","utah utes","byu cougars",0,0,1,"Pac-12[n 3]","Salt Lake City, UT",40.7596198,-111.886797,"Big 12","Provo, UT",40.2337289,-111.6587085
"428","utah utes","oregon state beavers",0,0,1,"Pac-12[n 3]","Salt Lake City, UT",40.7596198,-111.886797,"Pac-12","Corvallis, OR",44.5645659,-123.2620435
"429","vanderbilt commodores","ohio bobcats",0,0,1,"SEC","Nashville, TN",36.1622767,-86.7742984,"MAC","Athens, OH",39.355589,-82.0610404
"430","virginia cavaliers","iowa hawkeyes",0,0,1,"ACC","Charlottesville, VA",38.029306,-78.4766781,"Big Ten","Iowa City, IA",41.6612561,-91.5299106
"431","virginia cavaliers","louisville cardinals",0,0,1,"ACC","Charlottesville, VA",38.029306,-78.4766781,"ACC","Louisville, KY",38.2542376,-85.759407
"432","virginia tech hokies","north carolina tar heels",0,0,1,"ACC","Blacksburg, VA",37.2296566,-80.4136767,"ACC","Chapel Hill, NC",35.9131542,-79.05578
"433","virginia tech hokies","western michigan broncos",0,0,1,"ACC","Blacksburg, VA",37.2296566,-80.4136767,"MAC","Kalamazoo, MI",42.291707,-85.5872286
"434","wagner seahawks","temple owls",0,0,1,"Northeast","New York, New York",40.7127281,-74.0060152,"American","Philadelphia[n 26], PA",39.9527237,-75.1635262
"435","wake forest demon deacons","indiana hoosiers",0,0,1,"ACC","Winston-Salem, NC",36.0998131,-80.2440518,"Big Ten","Bloomington, IN",39.1670396,-86.5342881
"436","washington huskies","colorado buffaloes",0,0,1,"Pac-12[n 19]","Seattle, WA",47.6038321,-122.330062,"Pac-12[n 3]","Boulder, CO",40.0149856,-105.270545
"437","washington huskies","san diego state aztecs",0,0,1,"Pac-12[n 19]","Seattle, WA",47.6038321,-122.330062,"Mountain West","San Diego, CA",32.7174202,-117.1627728
"438","west virginia mountaineers","houston cougars",0,0,1,"Big 12","Morgantown, WV",39.6296809,-79.9559437,"Big 12","Houston, TX",29.7589382,-95.3676974
"439","west virginia mountaineers","smu mustangs",0,0,1,"Big 12","Morgantown, WV",39.6296809,-79.9559437,"American","Dallas[n 23], TX",32.7762719,-96.7968559
"440","western kentucky hilltoppers","cincinnati bearcats",0,0,1,"C-USA","Bowling Green, KY",36.9903199,-86.4436018,"Big 12","Cincinnati, OH",39.1014537,-84.5124602
"441","western kentucky hilltoppers","nc state wolfpack",0,0,1,"C-USA","Bowling Green, KY",36.9903199,-86.4436018,"ACC","Raleigh, NC",35.7803977,-78.6390989
"442","western kentucky hilltoppers","south carolina gamecocks",0,0,1,"C-USA","Bowling Green, KY",36.9903199,-86.4436018,"SEC","Columbia, SC",34.0374165,-80.8224044537886
"443","western kentucky hilltoppers","texas tech red raiders",0,0,1,"C-USA","Bowling Green, KY",36.9903199,-86.4436018,"Big 12","Lubbock, TX",33.5855677,-101.8470215
"444","western michigan broncos","minnesota golden gophers",0,0,2,"MAC","Kalamazoo, MI",42.291707,-85.5872286,"Big Ten","Minneapolis, MN",44.9772995,-93.2654692
"445","wisconsin badgers","arizona state sun devils",0,0,1,"Big Ten","Madison, WI",43.074761,-89.3837613,"Pac-12[n 3]","Tempe, AZ",33.4255117,-111.9400164
"446","wisconsin badgers","kansas jayhawks",0,0,1,"Big Ten","Madison, WI",43.074761,-89.3837613,"Big 12","Lawrence, KS",38.9719384,-95.2359496
"447","wisconsin badgers","michigan state spartans",0,0,1,"Big Ten","Madison, WI",43.074761,-89.3837613,"Big Ten","East Lansing, MI",42.7320307,-84.4721678
"448","wyoming cowboys","oregon state beavers",0,0,1,"Mountain West","Laramie, WY",41.311367,-105.591101,"Pac-12","Corvallis, OR",44.5645659,-123.2620435
"449","yale bulldogs","south carolina gamecocks",0,0,1,"Ivy","New Haven, Connecticut",41.3082138,-72.9250518,"SEC","Columbia, SC",34.0374165,-80.8224044537886
